batch,day,idturk,treatment,initialendowment,initialendowmentupdated,pointssaving1,pointssaving2,pointssaving3,pointssaving4,borrowdebt1,borrowdebt2,borrowsaving5,borrowsaving6,pointsthisdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,balance_borrow_a1,balance_borrow_a2,lottery1choice,lottery2choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,borrowcap1bal,borrowcap2bal,borrowcap1percleft,borrowcap2percleft,gap,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtsaving3balanceupdated,debtsaving4balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balanceupdated2,debtsaving4balanceupdated2,netbalance,netreturn,totalpoints,finalpayment,finalpaymentend,participantid,lotterychoice,timechoice,durationinseconds,selectioncontroltreatment,selectiondebttreatment,controlsaving5balanceupdated,controlsaving6balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,q1697,debtsaving3balance,debtsaving4balance,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_d1_t,ind_optimal_ia_d4_t,ind_optimal_ia_d1,ind_optimal_ia_d4,ind_optimal_ia_all,ind_optimal_ap_all,os_optimal_c_t,os_optimal_d_t,os_optimal_h_t,os_optimal_c,os_optimal_d,os_optimal_h,instructions_confused,borrow_max_a1,borrow_max_a2,borrow_max_both,borrow_max_a1_d1,borrow_max_a2_d1,borrow_max_both_d1,borrow_max_a1_d4,borrow_max_a2_d4,borrow_max_both_d4,optimal_s1,optimal_s1_d1_t,optimal_s1_d1,optimal_s1_d4_t,optimal_s1_d4,borrow_d1_t,borrow_d1,total_pointssaving1,total_pointssaving2,total_pointssaving3,total_pointssaving4,total_borrowdebt1,total_borrowdebt2,total_borrowsaving5,total_borrowsaving6,total_points_allocated,perc_total_pointssaving1,perc_total_pointssaving2,perc_total_pointssaving3,perc_total_pointssaving4,total_perc_points_allocated,returns,demo_white,demo_age_median
8,3,A143XRCI1YXAFE,0,989,989,989,0,0,0,NA,NA,0,0,100,100,0,0,0,989,0,0,0,100,0,0,0,3589,985,1500,200,3689,985,1500,200,0,1500,250,0.5,250,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I wanted to maximize my earnings once I understood how everything worked.,Not at all important,Extremely important,Extremely important,I would have dumped everything into my highest interest account instead of spreading it out.,1,28,Rhode Island,White,College graduate with Bachelor's Degree (4 year),1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,900,0,1,0,NA,3589,985,1500,200,NA,NA,NA,NA,3689,985,1500,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,birmingham42536,NA,NA,903,1,0,900,0,NA,NA,NA,NA,NA,NA,NA,NA,989,1,1,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,3995,285,1500,200,0,0,0,1500,5980,0.66806018,0.047658864,0.25083613,0.033444814,1,1206,1,0
8,4,A143XRCI1YXAFE,0,1706,1706,1706,0,0,0,NA,NA,0,0,100,100,0,0,0,1706,0,0,0,100,0,0,0,5395,985,1500,200,5495,985,1500,200,0,1500,250,NA,NA,NA,1000,0,0,0,0,0,600,400,0,0,1000,0,I wanted to maximize my earnings once I understood how everything worked.,Not at all important,Extremely important,Extremely important,I would have dumped everything into my highest interest account instead of spreading it out.,1,28,Rhode Island,White,College graduate with Bachelor's Degree (4 year),1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,1,0,NA,5395,985,1500,200,NA,NA,NA,NA,5495,985,1500,200,NA,NA,NA,NA,9080,1568,10648,21.299999239999998,4.480000019,birmingham42536,NA,NA,895,1,0,900,0,NA,NA,NA,NA,NA,3,2,1,1706,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,3995,285,1500,200,0,0,0,1500,5980,0.66806018,0.047658864,0.25083613,0.033444814,1,1568,1,0
4,1,A154X03NKVZZL1,0,500,2000,2000,0,0,0,NA,NA,0,1500,100,100,0,0,0,2000,0,0,0,100,0,0,0,3100,700,0,0,3200,700,0,0,0,1500,200,0.66,350,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I thought about maximizing the points in my account and kept in mind that 500 points translates to a dollar.  This allowed me to figure what risks were worthwhile and which ones were not.  It also let me know that for some decisions,. points had more value to me than dollar bonus payments given that day.  I also focused on moving all of my account balances (that I could move) to my highest interest rate account so I would grow the most amount of points there.",Not at all important,Slightly important,Extremely important,"Move all points to the highest interest paying account.  If you have debt, pay that off first.  Think about the dollar value of points when making the bonus decisions where you choose between dollars and points.",1,34,New York,White,College graduate with Bachelor's Degree (4 year),1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,1,0,1,0,2,6,900,0,1,0,NA,3100,700,0,0,NA,NA,900,1500,3200,700,0,0,NA,NA,900,1500,NA,NA,NA,NA,NA,birmingham42536,NA,NA,1627,1,0,900,0,NA,NA,No,900,1500,NA,NA,NA,2000,1,1,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,6415,0,0,0,0,0,900,1500,6415,1,0,0,0,1,845,1,1
4,2,A154X03NKVZZL1,0,845,1745,1745,0,0,0,NA,NA,900,0,499,499,0,0,0,1745,0,0,0,499,0,0,0,4945,700,0,0,5444,700,0,0,900,1500,255,0.77,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I thought about maximizing the points in my account and kept in mind that 500 points translates to a dollar.  This allowed me to figure what risks were worthwhile and which ones were not.  It also let me know that for some decisions,. points had more value to me than dollar bonus payments given that day.  I also focused on moving all of my account balances (that I could move) to my highest interest rate account so I would grow the most amount of points there.",Not at all important,Slightly important,Extremely important,"Move all points to the highest interest paying account.  If you have debt, pay that off first.  Think about the dollar value of points when making the bonus decisions where you choose between dollars and points.",1,34,New York,White,College graduate with Bachelor's Degree (4 year),1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,2,6,0,0,0,0,NA,4945,700,0,0,NA,NA,NA,NA,5444,700,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,birmingham42536,NA,NA,768,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1745,1,1,NA,NA,NA,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,6415,0,0,0,0,0,900,1500,6415,1,0,0,0,1,1159,1,1
4,3,A154X03NKVZZL1,0,1159,1159,1159,0,0,0,NA,NA,0,0,600,600,0,0,0,1159,0,0,0,600,0,0,0,6603,700,0,0,7203,700,0,0,900,1500,400,0.8,500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I thought about maximizing the points in my account and kept in mind that 500 points translates to a dollar.  This allowed me to figure what risks were worthwhile and which ones were not.  It also let me know that for some decisions,. points had more value to me than dollar bonus payments given that day.  I also focused on moving all of my account balances (that I could move) to my highest interest rate account so I would grow the most amount of points there.",Not at all important,Slightly important,Extremely important,"Move all points to the highest interest paying account.  If you have debt, pay that off first.  Think about the dollar value of points when making the bonus decisions where you choose between dollars and points.",1,34,New York,White,College graduate with Bachelor's Degree (4 year),1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,3,2,1,0,2,6,0,0,0,0,NA,6603,700,0,0,NA,NA,NA,NA,7203,700,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,birmingham42536,NA,NA,717,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1159,1,1,NA,NA,NA,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,6415,0,0,0,0,0,900,1500,6415,1,0,0,0,1,1511,1,1
4,4,A154X03NKVZZL1,0,1511,1511,1511,0,0,0,NA,NA,0,0,494,494,0,0,0,1511,0,0,0,494,0,0,0,8714,700,0,0,9208,700,0,0,900,1500,300,NA,NA,NA,1000,0,0,0,1000,0,0,0,1000,0,0,0,"I thought about maximizing the points in my account and kept in mind that 500 points translates to a dollar.  This allowed me to figure what risks were worthwhile and which ones were not.  It also let me know that for some decisions,. points had more value to me than dollar bonus payments given that day.  I also focused on moving all of my account balances (that I could move) to my highest interest rate account so I would grow the most amount of points there.",Not at all important,Slightly important,Extremely important,"Move all points to the highest interest paying account.  If you have debt, pay that off first.  Think about the dollar value of points when making the bonus decisions where you choose between dollars and points.",1,34,New York,White,College graduate with Bachelor's Degree (4 year),1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,6,0,0,0,0,NA,8714,700,0,0,NA,NA,NA,NA,9208,700,0,0,NA,NA,NA,NA,9908,1912,11820,23.64,4.58,birmingham42536,NA,NA,895,1,0,0,0,NA,NA,NA,NA,NA,2,1,3,1511,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,6415,0,0,0,0,0,900,1500,6415,1,0,0,0,1,1912,1,1
3,1,A1B1DPJRVIAV3L,0,500,2900,1000,200,1000,700,NA,NA,900,1500,100,0,100,0,0,1000,200,1000,700,0,100,0,0,2100,900,1000,700,2100,1000,1000,700,900,1500,300,0.5,300,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whichever one has had the highest percentage of return,Moderately important,Extremely important,Very important,I pay close attention to the interest rates and the debt,0,41,Texas,White,College graduate with Bachelor's Degree (4 year),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,4,0,0,0,0,NA,2100,900,1000,700,NA,NA,1900,2200,2100,1000,1000,700,NA,NA,1900,2200,NA,NA,NA,NA,NA,santaclara12854,NA,NA,2166,1,0,0,0,NA,NA,None,900,1500,NA,NA,NA,2900,0.34482759,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1505,850,1650,1392,0,0,900,1500,5397,0.27885863,0.1574949,0.3057254,0.25792107,1,705,1,1
3,2,A1B1DPJRVIAV3L,0,705,705,105,150,150,300,NA,NA,0,0,600,100,150,150,200,105,150,150,300,100,150,150,200,2205,1150,1150,1000,2305,1300,1300,1200,900,1500,200,0.400000006,200,0.300000012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whichever one has had the highest percentage of return,Moderately important,Extremely important,Very important,I pay close attention to the interest rates and the debt,0,41,Texas,White,College graduate with Bachelor's Degree (4 year),1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,1,4,0,0,0,0,NA,2205,1150,1150,1000,NA,NA,NA,NA,2305,1300,1300,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,santaclara12854,NA,NA,1139,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,705,0.14893617,0.16666667,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1505,850,1650,1392,0,0,900,1500,5397,0.27885863,0.1574949,0.3057254,0.25792107,1,846,1,1
3,3,A1B1DPJRVIAV3L,0,846,846,0,250,250,346,NA,NA,0,0,100,100,0,0,0,0,250,250,346,100,0,0,0,2305,1550,1550,1546,2405,1550,1550,1546,900,1500,400,0.9,400,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whichever one has had the highest percentage of return,Moderately important,Extremely important,Very important,I pay close attention to the interest rates and the debt,0,41,Texas,White,College graduate with Bachelor's Degree (4 year),1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,0,1,4,0,0,0,0,NA,2305,1550,1550,1546,NA,NA,NA,NA,2405,1550,1550,1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,santaclara12854,NA,NA,1205,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,846,0,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1505,850,1650,1392,0,0,900,1500,5397,0.27885863,0.1574949,0.3057254,0.25792107,1,946,1,1
3,4,A1B1DPJRVIAV3L,0,946,946,400,250,250,46,NA,NA,0,0,362,200,0,162,0,400,250,250,46,200,0,162,0,2805,1800,1800,1592,3005,1800,1962,1592,900,1500,200,NA,NA,NA,400,100,400,100,1000,0,0,0,800,200,0,0,Whichever one has had the highest percentage of return,Moderately important,Extremely important,Very important,I pay close attention to the interest rates and the debt,0,41,Texas,White,College graduate with Bachelor's Degree (4 year),1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,NA,2805,1800,1800,1592,NA,NA,NA,NA,3005,1800,1962,1592,NA,NA,NA,NA,8359,1155,9514,19.03000069,4.3800001139999996,santaclara12854,NA,NA,1018,1,0,0,0,NA,NA,NA,NA,NA,1,3,2,946,0.422833,0.55248618,0.40000001,1,0.80000001,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1505,850,1650,1392,0,0,900,1500,5397,0.27885863,0.1574949,0.3057254,0.25792107,1,1155,1,1
8,1,A1BR0UC2ZG8BH7,0,500,2500,1100,1400,0,0,NA,NA,700,1300,509,300,209,0,0,1100,1400,0,0,300,209,0,0,2200,2100,0,0,2500,2309,0,0,700,1300,500,0.800000012,400,0.600000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I follow the instructions,Very important,Slightly important,Moderately important,Deposit more money,1,41,Nevada,White,College graduate with Bachelor's Degree (4 year),1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,4,1,3,0,12,17,200,200,0.22222222,0.13333334,NA,2200,2100,0,0,NA,NA,900,1500,2500,2309,0,0,NA,NA,900,1500,NA,NA,NA,NA,NA,modesto87338,NA,NA,1636,1,0,200,200,NA,NA,No,900,1500,NA,NA,NA,2500,0.44,0.58939093,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2943,3191,0,0,0,0,860,1340,6134,0.47978482,0.52021521,0,0,1,771,1,1
8,2,A1BR0UC2ZG8BH7,0,771,891,500,391,0,0,NA,NA,100,20,600,400,200,0,0,500,391,0,0,400,200,0,0,3000,2700,0,0,3400,2900,0,0,800,1320,500,0.8,500,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I follow the instructions,Very important,Slightly important,Moderately important,Deposit more money,1,41,Nevada,White,College graduate with Bachelor's Degree (4 year),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,NA,NA,3,0,3,0,12,17,100,180,0.11111111,0.12,NA,3000,2700,0,0,NA,NA,NA,NA,3400,2900,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,modesto87338,NA,NA,1939,1,0,100,180,NA,NA,NA,NA,NA,NA,NA,NA,891,0.56116724,0.66666669,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2943,3191,0,0,0,0,860,1340,6134,0.47978482,0.52021521,0,0,1,994,1,1
8,3,A1BR0UC2ZG8BH7,0,994,1034,634,400,0,0,NA,NA,20,20,100,20,80,0,0,634,400,0,0,20,80,0,0,4034,3300,0,0,4054,3380,0,0,820,1340,500,0.800000012,500,0.800000012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I follow the instructions,Very important,Slightly important,Moderately important,Deposit more money,1,41,Nevada,White,College graduate with Bachelor's Degree (4 year),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,0,1,0,12,17,80,160,0.088888891,0.10666667,NA,4034,3300,0,0,NA,NA,NA,NA,4054,3380,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,modesto87338,NA,NA,1645,1,0,80,160,NA,NA,NA,NA,NA,NA,NA,NA,1034,0.6131528,0.2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2943,3191,0,0,0,0,860,1340,6134,0.47978482,0.52021521,0,0,1,1169,1,1
8,4,A1BR0UC2ZG8BH7,0,1669,1709,709,1000,0,0,NA,NA,40,0,600,200,400,0,0,709,1000,0,0,200,400,0,0,4763,4380,0,0,4963,4780,0,0,860,1340,500,NA,NA,NA,200,300,200,300,300,500,100,100,200,800,0,0,I follow the instructions,Very important,Slightly important,Moderately important,Deposit more money,1,41,Nevada,White,College graduate with Bachelor's Degree (4 year),1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,8,2,5,1,12,17,40,160,0.044444446,0.10666667,NA,4763,4380,0,0,NA,NA,NA,NA,4963,4780,0,0,NA,NA,NA,NA,9943,1485,11428,22.86000061,4.0399999619999996,modesto87338,NA,NA,1754,1,0,40,160,NA,NA,NA,NA,NA,2,3,1,1709,0.41486248,0.33333334,0.2,0.30000001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2943,3191,0,0,0,0,860,1340,6134,0.47978482,0.52021521,0,0,1,1485,1,1
8,1,A1CFMY4CEYOM8Y,0,500,2000,1000,500,300,200,NA,NA,600,900,100,50,40,5,5,1000,500,300,200,50,40,5,5,2100,1200,300,200,2150,1240,305,205,600,900,210,0.25,250,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I went by what I thought was right and guessed from there.,Slightly important,Extremely important,Extremely important,I went with the higher percent of what they have.,1,41,Ohio,White,College graduate with Associate's Degree (2 year),1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,NA,NA,6,2,4,0,17,24,300,600,0.33333334,0.40000001,NA,2100,1200,300,200,NA,NA,1200,1700,2150,1240,305,205,NA,NA,1205,1705,NA,NA,NA,NA,NA,atlanta51898,NA,NA,1167,1,0,300,600,NA,NA,No,900,1500,NA,NA,NA,2000,0.5,0.5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4200,600,500,200,0,0,725,1160,5500,0.76363635,0.10909091,0.090909094,0.036363635,1,685,1,1
8,2,A1CFMY4CEYOM8Y,0,685,995,900,0,95,0,NA,NA,100,210,100,60,10,20,10,900,0,95,0,60,10,20,10,3050,1240,400,205,3110,1250,420,215,700,1110,250,0.55,265,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I went by what I thought was right and guessed from there.,Slightly important,Extremely important,Extremely important,I went with the higher percent of what they have.,1,41,Ohio,White,College graduate with Associate's Degree (2 year),1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,NA,8,2,6,0,17,24,200,390,0.22222222,0.25999999,NA,3050,1240,400,205,NA,NA,NA,NA,3110,1250,420,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,atlanta51898,NA,NA,3052,1,0,200,390,NA,NA,NA,NA,NA,NA,NA,NA,995,0.9045226,0.60000002,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200,600,500,200,0,0,725,1160,5500,0.76363635,0.10909091,0.090909094,0.036363635,1,870,1,1
8,3,A1CFMY4CEYOM8Y,0,870,870,800,0,70,0,NA,NA,0,0,100,90,0,10,0,800,0,70,0,90,0,10,0,3910,1250,490,215,4000,1250,500,215,700,1110,410,0.589999974,410,0.589999974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I went by what I thought was right and guessed from there.,Slightly important,Extremely important,Extremely important,I went with the higher percent of what they have.,1,41,Ohio,White,College graduate with Associate's Degree (2 year),1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,NA,NA,3,0,3,0,17,24,200,390,0.22222222,0.25999999,NA,3910,1250,490,215,NA,NA,NA,NA,4000,1250,500,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,atlanta51898,NA,NA,10127,1,0,200,390,NA,NA,NA,NA,NA,NA,NA,NA,870,0.91954023,0.89999998,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200,600,500,200,0,0,725,1160,5500,0.76363635,0.10909091,0.090909094,0.036363635,1,1060,1,1
8,4,A1CFMY4CEYOM8Y,0,1560,1635,1500,100,35,0,NA,NA,25,50,100,100,0,0,0,1500,100,35,0,100,0,0,0,5500,1350,535,215,5600,1350,535,215,725,1160,450,NA,NA,NA,500,200,300,0,900,100,0,0,700,300,0,0,I went by what I thought was right and guessed from there.,Slightly important,Extremely important,Extremely important,I went with the higher percent of what they have.,1,41,Ohio,White,College graduate with Associate's Degree (2 year),1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,5,0,4,1,17,24,175,340,0.19444445,0.22666667,NA,5500,1350,535,215,NA,NA,NA,NA,5600,1350,535,215,NA,NA,NA,NA,8215,1389,9604,19.20999908,4.519999981,atlanta51898,NA,NA,20385,1,0,175,340,NA,NA,NA,NA,NA,1,2,3,1635,0.91743118,1,0.5,0.89999998,0.69999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4200,600,500,200,0,0,725,1160,5500,0.76363635,0.10909091,0.090909094,0.036363635,1,1389,1,1
4,1,A1CSDIX05PK9V,0,500,2900,2900,0,0,0,NA,NA,900,1500,100,100,0,0,0,2900,0,0,0,100,0,0,0,4000,700,0,0,4100,700,0,0,900,1500,250,0.5,400,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I was trying to get as much in the highest yielding account,Not at all important,Not at all important,Extremely important,The same i used,1,33,New Jersey,White,College graduate with Bachelor's Degree (4 year),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,1,3,0,0,0,0,NA,4000,700,0,0,NA,NA,900,1500,4100,700,0,0,NA,NA,900,1500,NA,NA,NA,NA,NA,montgomery46134,NA,NA,578,1,0,0,0,NA,NA,No,900,1500,NA,NA,NA,2900,1,1,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,7066,0,0,0,0,0,900,1500,7066,1,0,0,0,1,890,1,0
4,2,A1CSDIX05PK9V,0,1390,1390,1390,0,0,0,NA,NA,0,0,423,423,0,0,0,1390,0,0,0,423,0,0,0,5490,700,0,0,5913,700,0,0,900,1500,250,0.5,400,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I was trying to get as much in the highest yielding account,Not at all important,Not at all important,Extremely important,The same i used,1,33,New Jersey,White,College graduate with Bachelor's Degree (4 year),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,1,0,1,0,1,3,0,0,0,0,NA,5490,700,0,0,NA,NA,NA,NA,5913,700,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,montgomery46134,NA,NA,300,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1390,1,1,NA,NA,NA,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,7066,0,0,0,0,0,900,1500,7066,1,0,0,0,1,1253,1,0
4,3,A1CSDIX05PK9V,0,1253,1253,1253,0,0,0,NA,NA,0,0,100,100,0,0,0,1253,0,0,0,100,0,0,0,7166,700,0,0,7266,700,0,0,900,1500,250,0.5,210,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I was trying to get as much in the highest yielding account,Not at all important,Not at all important,Extremely important,The same i used,1,33,New Jersey,White,College graduate with Bachelor's Degree (4 year),1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,2,0,0,1,3,0,0,0,0,NA,7166,700,0,0,NA,NA,NA,NA,7266,700,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,montgomery46134,NA,NA,253,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1253,1,1,NA,NA,NA,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,7066,0,0,0,0,0,900,1500,7066,1,0,0,0,1,1523,1,0
4,4,A1CSDIX05PK9V,0,1523,1523,1523,0,0,0,NA,NA,0,0,600,600,0,0,0,1523,0,0,0,600,0,0,0,8789,700,0,0,9389,700,0,0,900,1500,250,NA,NA,NA,1000,0,0,0,1000,0,0,0,1000,0,0,0,I was trying to get as much in the highest yielding account,Not at all important,Not at all important,Extremely important,The same i used,1,33,New Jersey,White,College graduate with Bachelor's Degree (4 year),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,NA,8789,700,0,0,NA,NA,NA,NA,9389,700,0,0,NA,NA,NA,NA,10089,1948,12037,24.07,4.58,montgomery46134,NA,NA,285,1,0,0,0,NA,NA,NA,NA,NA,3,1,2,1523,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7066,0,0,0,0,0,900,1500,7066,1,0,0,0,1,1948,1,0
